url,judul,berita,tagging
https://turnbackhoax.id/2021/04/20/salah-ovo-bagikan-1000-jam-tangan-pintar-dalam-rangka-perayaan-ulang-tahun-ovo-yang-ke-60/,[SALAH] OVO Bagikan 1000 Jam Tangan Pintar dalam Rangka Perayaan Ulang Tahun OVO yang ke-60,"“Perayaan ulang tahun ke-60 Banyak hadiah yang sangat indah, serta lebih dari 1000 unit jam tangan pintar dan perangkat seluler. Yang harus Anda lakukan adalah membuka kotak kado yang benar. Anda telah mencoba 3 kali, semoga berhasil!”Berdasarkan hasil penelusuran melalui berbagai platform berita online ternama, ditemukan sebuah fakta bahwa informasi mengenai pemberian hadiah dari OVO ialah informasi palsu.Dilansir dari m.liputan6.com Head of Corporate Communication OVO menyatakan bahwa berbagai informasi resmi terkait OVO sudah pasti akan disampaikan di akun social media OVO, yaitu @ovo_id yang sudah bercentang biru, serta OVO tidak pernah membagikan kode OTP dan Security Code anda kepada pihak manapun termasuk kepada petugas CS/Layanan Pelanggan sekalipun. Tambahnya lagi, website resmi OVO beralamat di www.ovo.id bukanlah di alamat https://ovogift[dot]/ovo-id/?t=1618328245882#1618573574881 sebagaimana alamat website yang telah tersebar sebelumnya.Dari berbagai fakta yang telah dijabarkan, maka pesan berantai yang mengatasnamakan OVO dapat dikategorikan sebagai Konten Palsu.REFERENSI :1. https://m.liputan6.com/cek-fakta/read/4532599/cek-fakta-hoaks-pesan-berantai-ovo-bagikan-1000-jam-tangan-pintar2. https://www.medcom.id/telusur/cek-fakta/ybDVd3qK-cek-fakta-link-ovo-bagikan-ribuan-jam-tangan-pintar-ini-faktanyaPenulis : Novita Kusuma WardhaniEditor : Bentang Febrylian",Hoax
https://turnbackhoax.id/2021/04/20/salah-video-membuang-uang-di-times-square-untuk-teman-baiknya-yang-meninggal-karena-covid-19/,[SALAH] Video Membuang Uang di Times Square untuk Teman Baiknya yang Meninggal karena Covid-19,“Seseorang yang terinfeksi virus Covid-19 dan baru wafat dan meninggalkan deposit yang besar. Dia mempercayakan teman baiknya untuk membuang uangnya di Times Square di New York. Karena benar bahwa jika dia mati tidak akan membawa semua uangnya itu.”,Hoax
https://turnbackhoax.id/2021/04/20/salah-tni-polri-menembak-siswa-sma-papua/,[SALAH] TNI/Polri Menembak Siswa SMA Papua,"“Pelanggaran HAM terus terjadi di kab puncak papau yang di lakuna oleh TNI/POLRI terhadap warga sipil setempat di kab puncak Papua di mana kehadilan bagi rakyat,Penembakan mati terhadap siswa SMA, Ali mom pada hari kamis 15/04/2022”",Hoax
https://turnbackhoax.id/2021/04/20/salah-flyer-dukungan-ketua-umum-pb-pmii-untuk-haris-pratama-sebagai-ketua-umum-dpp-knpi/,[SALAH] Flyer Dukungan Ketua Umum PB PMII untuk Haris Pratama Sebagai Ketua Umum DPP KNPI,PENGURUS BESARPERGERAKAN MAHASISWA ISLAM INDONESIAMENDUKUNG SEPENUHNYAHARIS PERTAMA-SEBAGAI-KETUA UMUM DPP KNPIEnergy of CeremonyMuhammad Abdullah SyukriKetua Umum PB PMII,Hoax
https://turnbackhoax.id/2021/04/20/salah-meletakkan-bawang-di-bawah-telapak-kaki-dapat-menyembuhkan-kanker-dan-malaria/,[SALAH] Meletakkan Bawang di Bawah Telapak Kaki Dapat Menyembuhkan Kanker dan Malaria,"(Terjemahan Bahasa Indonesia)CARA MENGHILANGKAN RACUN DARI DALAM TUBUHRacun adalah penyebab utama kanker yang masuk ke dalam tubuh terutama pada bagian ginjal, jantung, hati, dan rahim. Ambil bawang merah yang bisa dimakan, potong menjadi 4 bagian, letakkan di bawah telapak kaki dan bungkus dengan kaus kaki agar tetap merapat pada bagian telapak kaki, biarkan hingga keesokan harinya, bawang ini akan menyedot racun sebelum subuh menjelang. Mengeluarkan racun tanpa perlu pergi ke rumah sakit dan harus dilakukan 2 kali dalam 1 bulan.”",Hoax
https://turnbackhoax.id/2021/04/20/salah-jokowi-resuffle-kabinet-menteri-lutfi-dipecat/,"[SALAH] Jokowi Resuffle Kabinet, Menteri Lutfi Dipecat",“JOKOWI PECAT LUTFI..!!! PERNAH HIANATI JOKOWI DGN ISU IMPOR BERAS..!!!.”,Hoax
https://turnbackhoax.id/2021/04/20/salah-artikel-tentang-kemunculan-dabbah-di-israel/,[SALAH] Artikel Tentang Kemunculan Dabbah di Israel,"“Dabbah Telah Muncul Di Israel, Binatang Pesan Tanda Kiamat.Semoga Kita Dalam Lindungan Allah.Aminn”",Hoax
https://turnbackhoax.id/2021/04/19/salah-foto-siswa-berseragam-pramuka-menulis-free-west-pap-di-papan-tulis/,[SALAH] Foto Siswa Berseragam Pramuka Menulis “FREE WEST PAP” di Papan Tulis,🤭: Kirim PAP kamu yg “berani” dong…”,Hoax
https://turnbackhoax.id/2021/04/19/salah-video-seorang-kakek-ditahan-karena-tidak-memakai-masker-setelah-vaksinasi/,[SALAH] Video Seorang Kakek Ditahan Karena Tidak Memakai Masker Setelah Vaksinasi,"“UK 🇬🇧 First it was 2 weeks to flatten the curve, then wear a mask to save Grandpa, then wait till the vaccine, well now all of a sudden Grandpa is Vaccinated and getting arrested for not wearing a mask. This was never about a virus, time to RISE👊”“UK 🇬🇧 Mula-mula 2 minggu meratakan lekukannya, lalu pakai masker untuk menyelamatkan Kakek, lalu tunggu sampai vaksin, nah sekarang tiba-tiba Kakek divaksinasi dan ditangkap karena tidak memakai masker. Ini bukan tentang virus, waktunya BANGKIT👊”",Hoax
https://turnbackhoax.id/2021/04/19/salah-tautan-bantuan-sosial-finansial-sebesar-rp5-500-000-dari-bank-sulutgo/,[SALAH] Tautan Bantuan Sosial Finansial Sebesar Rp5.500.000 dari Bank SulutGo,“Bantuan sosial finansial sebesar Rp 5.500.000.2 NIK untuk 1 KKDaftar lengkaphttps : //banksulut[dot]club/bantuan/?sulut”,Hoax
https://turnbackhoax.id/2021/04/19/salah-foto-anak-anak-korban-junta-militer-myanmar/,[SALAH] Foto Anak-Anak Korban Junta Militer Myanmar,"“Local news reported that at least 10 people were arreted for speaking to the CNN in Myanmar. What responsibly will CNN take for the those arreted, who are interrogated and tortured by the brutal military junta?”“Berita lokal melaporkan bahwa setidaknya 10 orang ditangkap karena berbicara dengan CNN di Myanmar. Apa tanggung jawab CNN terhadap mereka yang ditangkap, yang diinterogasi dan disiksa oleh junta militer yang brutal?”",Hoax
https://turnbackhoax.id/2021/04/19/salah-akun-facebook-bupati-gresik-sebarkan-nomor-telepon-koperasi-pemerintah/,[SALAH] Akun Facebook Bupati Gresik Sebarkan Nomor Telepon Koperasi Pemerintah,,Hoax
https://turnbackhoax.id/2021/04/19/salah-slip-gaji-petugas-kebersihan-pertamina-rp136-juta/,"[SALAH] Slip Gaji Petugas Kebersihan Pertamina Rp13,6 Juta",“panik nggak panik nggak panik lah masa tidak”,Hoax
https://turnbackhoax.id/2021/04/19/salah-seluruh-hewan-percobaan-vaksin-covid-19-terbukti-mati-karena-suntik-vaksin/,[SALAH] Seluruh Hewan Percobaan Vaksin Covid-19 Terbukti Mati Karena Suntik Vaksin,"(terjemahan)“Apa yang terjadi dengan hewan dalam penelitian?   Teknologi ini telah dicoba pada hewan, dan pada hewan penelitian yang dilakukan, semua hewan mati , tidak langsung dari suntikan, tetapi berbulan-bulan kemudian, karena gangguan kekebalan lainnya, sepsis dan / atau gagal jantung. Tidak pernah ada penelitian hewan yang berhasil dalam jangka panjang menggunakan teknologi ini. Tidak ada vaksin virus korona eksperimental yang berhasil dalam penelitian hewan. Dalam penelitian ini, vaksin virus corona menyebabkan radang hati pada hewan uji.”",Hoax
https://turnbackhoax.id/2021/04/19/salah-filter-rokok-mengandung-babi/,[SALAH] Filter Rokok Mengandung Babi,,Hoax
https://turnbackhoax.id/2021/04/19/salah-tim-vaksinasi-gsp-cari-data-penerima-vaksin/,[SALAH] Tim Vaksinasi GSP Cari Data Penerima Vaksin,“Selamat siang. Kami dari tim vaksin GSP kemarin minggu mau tanya keluhan setelah divaksin. Nama:Alamat:Nama ayah:Nama Ibu:Vaksin ke:Keluhan setelah divaksin:Keluhan saat ini:”,Hoax
https://turnbackhoax.id/2021/04/19/salah-mayora-bagikan-hadiah-untuk-rayakan-hari-jadi-ke-50-tahun/,[SALAH] Mayora Bagikan Hadiah untuk Rayakan Hari Jadi Ke-50 tahun,,Hoax
https://turnbackhoax.id/2021/04/19/salah-foto-pelangi-di-planet-mars/,[SALAH] Foto “Pelangi di Planet Mars”,“Is this rainbow? Why there’s a rainbow on the Mars?”,Hoax
https://turnbackhoax.id/2021/04/19/salah-akun-whatsapp-bupati-lamongan-yuhronur-efendi-62-838-4743-4678/,[SALAH] Akun Whatsapp Bupati Lamongan Yuhronur Efendi “+62 838-4743-4678”,,Hoax
https://turnbackhoax.id/2021/04/19/salah-bantuan-kuota-95gb-dan-pulsa-gratis-dari-kemendikbud/,[SALAH] Bantuan Kuota 95Gb dan Pulsa Gratis dari Kemendikbud,https://www.kompas.com/tren/read/2021/04/16/164500665/-hoaks-link-pulsa-belajar-rp-200.000-dan-kuota-95-gb-dari-kemendikbudEditor: Bentang Febrylian,Hoax
https://turnbackhoax.id/2021/04/18/salah-pesan-berantai-tautan-indomie-bagikan-hadiah/,[SALAH] Pesan Berantai Tautan Indomie Bagikan Hadiah,“Hari Jadi Perusahaan ke – 60https: // indomie[dot]plus/ promo/? t=1618519646195″,Hoax
https://turnbackhoax.id/2021/04/17/salah-akun-twittter-doku-id-csdokuid-dan-dokucare/,[SALAH] Akun Twittter Doku.id “@CsDOKUid” dan “@DOKUCare”,,Hoax
https://turnbackhoax.id/2021/04/17/salah-bupati-bojonegoro-sebar-bantuan-umkm/,[SALAH] Bupati Bojonegoro Sebar Bantuan UMKM,,Hoax
https://turnbackhoax.id/2021/04/17/salah-gempa-n-tsunami-di-malang-barusan/,[SALAH] “Gempa n Tsunami di Malang Barusan”,“Gempa n Tsunami di Malang Barusan”,Hoax
https://turnbackhoax.id/2021/04/17/salah-shopee-bagi-bagi-hadiah-sebesar-rp175-juta/,[SALAH] Shopee Bagi-bagi Hadiah Sebesar Rp175 Juta,PESAN RESMINo.anda resmi meraihhadiah ke-2 Rp.175jtadari PT.SHOPEEkode pin anda 25f4777silahkan cocokanpin anda Klik:bit[dot]ly/shopeeid75,Hoax
https://turnbackhoax.id/2021/04/17/salah-foto-rizieq-memakai-baju-tahanan-dan-celana-pendek-saat-diborgol/,[SALAH] Foto Rizieq Memakai Baju Tahanan dan Celana Pendek saat DiBorgol,,Hoax
https://turnbackhoax.id/2021/04/17/salah-tidak-ada-bukti-ilmiah-minum-air-mineral-8-gelas-bermanfaat-bagi-tubuh/,[SALAH] Tidak Ada Bukti Ilmiah Minum Air Mineral 8 Gelas Bermanfaat bagi Tubuh,,Hoax
https://turnbackhoax.id/2021/04/16/salah-positif-covid-disebabkan-oleh-kekurangan-vitamin-bukan-oleh-virus/,"[SALAH] Positif Covid Disebabkan oleh Kekurangan Vitamin, Bukan oleh Virus",“Covid (+)Hanya kurangVIT.C 1000 mg/jamVIT.BZinc 50gJangan minum obat apapun!!!Bukan terinfeksi Virus!![…],Hoax
https://turnbackhoax.id/2021/04/16/salah-surat-panggilan-wawancara-seleksi-karyawan-pt-angkasa-pura-ii-april-2021/,[SALAH] Surat Panggilan Wawancara Seleksi Karyawan PT Angkasa Pura II April 2021,,Hoax
https://turnbackhoax.id/2021/04/16/salah-who-ungkapkan-bahwa-hasil-tes-pcr-adalah-cacat/,[SALAH] WHO Ungkapkan Bahwa Hasil Tes PCR adalah Cacat,“The WHO confirms that the Covid-19 PCR test is flawed: Estimstes of “Possitive Cases” are Meaningless. The Lockdown Has No Scientific Bases”,Hoax
https://turnbackhoax.id/2021/04/15/salah-judi-casino-halal-di-arab-saudi/,[SALAH] Judi Casino Halal di Arab Saudi,*foto yang menampakkan para pria mengenakan pakaian tradisional Arab sambil bermain kartu,Hoax
https://turnbackhoax.id/2021/04/15/salah-ritual-kaparot-dilakukan-dengan-proses-menyemburkan-tahi-ayam/,[SALAH] Ritual Kaparot Dilakukan dengan Proses Menyemburkan Tahi Ayam,*video berdurasi 56 detik bersumber dari channel YouTube AP Archive berjudul “Israel – Yom Kippur ritual: Kaparot”,Hoax
https://turnbackhoax.id/2021/04/15/salah-kota-tarakan-kalimantan-utara-bebas-covid-19/,[SALAH] Kota Tarakan Kalimantan Utara Bebas Covid-19,Penulis: Nadine Salsabila Naura Marhaeni Editor: Bentang Febrylian,Hoax
https://turnbackhoax.id/2021/04/15/salah-tautan-pendaftaran-subsidi-listrik-pln/,[SALAH] Tautan Pendaftaran Subsidi Listrik PLN,,Hoax
https://turnbackhoax.id/2021/04/15/salah-kadrun-merupakan-panggilan-pki-untuk-umat-islam/,[SALAH] Kadrun Merupakan Panggilan PKI untuk Umat Islam,“Kadrun istilah dr PKI alias KOMUNIS ditujukan buat islam. Kl mau jd komunis pake aja istilah kadrun buat umat islam. Auto lsg Komunis”,Hoax
https://turnbackhoax.id/2021/04/15/salah-gambar-jokowi-membaca-komik-doraemon/,[SALAH] Gambar Jokowi Membaca Komik Doraemon,"Setelah ditelusuri foto tersebut adalah foto suntingan karena pada tribunnews.com ditemukan foto yang asli pada artikel dengan judul “Presiden Jokowi Berkerut saat Baca Komik jadi Viral Begini Kisahnya” yang unggah pada 26 Oktober 2016. Selain pada tribunnews gambar yang sama ditemukan pada viva.co.id dan komik yang sedang di pegang oleh Jokowi adalah komik Si Juki karya Faza Faza Meonk.Dengan demikian gambar Presiden Jokowi membaca komik Doraemon adalah salah. Gambar tersebut telah disunting pada bagian cover komik, komik yang sedang dibaca Jokowi adalah komik Si Juki bukan Doraemon dengan demikian hal tersebut masuk kategori konten yang dimanipulasi.REFERENSI:https://m.tribunnews.com/metropolitan/2016/10/26/foto-presiden-jokowi-berkerut-saat-baca-komik-jadi-viral-begini-kisahnyahttps://www.viva.co.id/amp/arsip/787007-komiknya-digemari-jokowi-ini-kata-pengarang-si-jukiPenulis: Luthfiyah Oktari JasmienEditor: Bentang Febrylian",Hoax
https://turnbackhoax.id/2021/04/14/salah-tautan-hadiah-grab-untuk-rayakan-ulang-tahun-perusahaan/,[SALAH] Tautan Hadiah Grab untuk Rayakan Ulang Tahun Perusahaan,"“Perayaan ulang tahun ke-60Banyak hadiah yang sangat indah, serta lebih dari 1000 unit jam tangan pintar dan perangkat selulerYang harus Anda lakukan adalah membuka kotak kado yang benar.Anda telah mencoba 3 kali, semoga berhasil!”",Hoax
https://turnbackhoax.id/2021/04/14/salah-bill-gates-membeli-telegram/,[SALAH] Bill Gates Membeli Telegram,"Isu tersebut juga telah dibantah oleh Durov, Pendiri Telegram, di akun resminya menuliskan bahwa Ia tidak akan menjual aplikasi chat tersebut “Kami tidak akan menjual perusahaan seperti para pendiri WhatsApp. Dunia membutuhkan Telegram untuk tetap independen,” ujar Durov dalam unggahan resminya di Telegram pada 22 Desember 2020.Dilansir dari Reuters, juru bicara Bill and Melinda Gates Foundation mengatakan bahwa Bill Gates tidak memiliki hubungan keuangan dengan Telegram.Mengacu kepada seluruh referensi, klaim bahwa Bill Gates membeli Telegram adalah hoaks dalam kategori konten yang dimanipulasi.",Hoax
https://turnbackhoax.id/2021/04/14/salah-memakan-pisang-pada-malam-hari-menyebabkan-batuk/,[SALAH] Memakan Pisang pada Malam Hari Menyebabkan Batuk,,Hoax
https://turnbackhoax.id/2021/04/14/salah-anak-anak-tuh-kagak-bisa-bohong-mereka-ngumpet-karna-yang-datang-itu-bencana/,"[SALAH] “Anak-anak tuh kagak bisa bohong, mereka ngumpet karna yang datang itu bencana”","“Anak-anak tuh kagak bisa bohong, mereka ngumpet karna yang datang itu bencana…😁”",Hoax
https://turnbackhoax.id/2021/04/13/salah-rekaman-suara-habib-rizieq-disiksa-densus-88/,[SALAH] Rekaman Suara Habib Rizieq Disiksa Densus 88,"“James Riyadi : Siapapun yang merasa pahlawan bagi pribumi, menentang kekuatan 9Naga dan MSS (sebagai pemilik Indonesia yang sesungguhnya), maka siksaan dan kenistaanlah yang pantas baginya agar tak ada lagi tokoh-tokoh Ulama yang menentang kami.”“POLRI adalah eksekutor kami,Pemerintah Indonesia hidup dari kami,TNI tunduk kepada kekuatan politik,Seluruh Partai pendukung Pemerintah pun menggantungkan nyawanya kepada kami,Sumber daya alam Indonesia sepenuhnya kami yang mengelola, Pribumi Indonesia tak pantas bekerja di ratusan perusahaan 9Naga yang tersebar di seluruh Indonesia.(Dalam video : suara RlZlEQ sang pemberontak berhadapan dengan D88)”",Hoax
https://turnbackhoax.id/2021/04/13/salah-akun-whatsapp-bupati-kepulauan-meranti-akbp-h-asmar-meminta-bantuan/,[SALAH] Akun Whatsapp Bupati Kepulauan Meranti AKBP H. Asmar Meminta Bantuan,,Hoax
https://turnbackhoax.id/2021/04/13/salah-grup-telegram-bareksa-investasi-reksadana/,[SALAH] Grup Telegram “Bareksa-Investasi Reksadana”,“Bareksa-Investasi ReksadanaJasa tanam modal akan di kelolah di saham100% Terjamin Dan Aman.admin. @/TeriAdi_Real”,Hoax
https://turnbackhoax.id/2021/04/13/salah-artikel-kompas-com-diduga-tak-kuat-menunggu-maghrib-seekor-cebong-nekad-adzan-sendiri/,"[SALAH] Artikel Kompas.com “Diduga Tak Kuat Menunggu Maghrib, Seekor Cebong Nekad Adzan Sendiri”",“Berita macam apa ini !! 😤”,Hoax
https://turnbackhoax.id/2021/04/13/salah-bpjs-indonesia-bagi-dana-bantuan-dari-kantor-pusat/,[SALAH] BPJS Indonesia Bagi Dana Bantuan dari Kantor Pusat,,Hoax
https://turnbackhoax.id/2021/04/13/salah-korban-vaksin-lagi-kini-anggota-brimob-di-maluku/,[SALAH] “Korban Vaksin Lagi. Kini anggota Brimob di Maluku”,,Hoax
https://turnbackhoax.id/2021/04/13/salah-pemerintah-inggris-menurunkan-status-covid-19-karena-covid-19-bisa-sembuh-dengan-paracetamol/,[SALAH] Pemerintah Inggris Menurunkan Status Covid-19 Karena Covid-19 Bisa Sembuh dengan Paracetamol,"“Covid-19 berakhirFile Covid-19 di Inggris Segera berakhir…Klasifikasi UK Povid berubah dari penyakit menular yang parah menjadi penyakit menular biasa… Permainan berakhirhttps://www.gov.uk/guidance/high-consequence-infectious-diseases-hcidPemerintah Inggris menyatakan bahwa penyakit Corona adalah virus yang umum, dan hanya orang yang memiliki masalah lain yang takut akan penyakit itu.Dan itu bisa dilawan dengan pil Parastamol",Hoax
https://turnbackhoax.id/2021/04/13/salah-tol-japek-ganti-nama-sheikh-mohammed-bin-zayedalias-di-jual/,[SALAH] “Tol japek ganti nama Sheikh Mohammed bin Zayed?alias di jual”,“Mana suaranya yg bangga”in jalan toll😁”,Hoax
https://turnbackhoax.id/2021/04/12/salah-mantan-anggota-x-fpi-deklarasi-bersumpah-akan-bunuh-diri-masal-apa-bila-hrs-tidak-di-bebaskan/,[SALAH] “mantan anggota x fpi. deklarasi. bersumpah akan bunuh diri masal apa bila HRS tidak di bebaskan”,“Ciek..ciek .yg punya surga ampai segitunya!!!Fanatik bole gila jangan!!!!sejak kapan Rizieq bs masukin ente ke surga????jgnkan masuk surga nyium baunya surga aja kagak!!!!ingat matinya jgn ngajak2 org lain Makai bom!!! cukup diri ente aja kalau mau mati!!!!!!!#duniakadrunduniaTAWA”,Hoax
https://turnbackhoax.id/2021/04/12/salah-aplikasi-flixonline-menawarkan-akses-netflix-gratis-selama-2-bulan/,[SALAH] Aplikasi ‘FlixOnline’ Menawarkan Akses Netflix Gratis Selama 2 Bulan,,Hoax
https://turnbackhoax.id/2021/04/11/salah-rayakan-pembukaan-toko-ke-1000-alfamart-bagikan-berbagai-hadiah-gratis/,"[SALAH] Rayakan Pembukaan Toko ke-1000, Alfamart Bagikan Berbagai Hadiah Gratis","“Celebrating the opening of the 1,000th storeMore than 100 computers and mobile devices, and 50 cash prizesAll you have to do is open the correct gift box.You have 3 tries, good luck!”",Hoax
https://turnbackhoax.id/2021/04/11/salah-judul-berita-reqnews-xanana-gusmao-membantu-korban-bencana-di-ntt/,[SALAH] Judul Berita Reqnews “Xanana Gusmao Membantu Korban Bencana di NTT”,,Hoax
https://turnbackhoax.id/2021/04/11/salah-penggunaan-masker-dapat-menyebabkan-kematian-akibat-covid-19/,[SALAH] Penggunaan Masker dapat Menyebabkan Kematian Akibat Covid-19,“MASKER MENYEBABKAN KEMATIAN KARENA COVIDMengeluarkan virus ketika bernapas dan bersin adalah salah satu mekanisme tubuh kita dalam menangani penyakit (covid). Masker menutupi saluran pernapasan dan membatasi aliran pernapasan. Jadi masker menyimpan banyak virus di saluran pernapasan kita memperbanyak jumlah virus dalam sistem imun kita yang membuat sistem imun harus menghadapi lebih banyak virus karena virus tidak dikeluarkan.”,Hoax
https://turnbackhoax.id/2021/04/11/salah-sosok-perempuan-yang-meninggal-7-hari-terlihat-tengah-duduk/,[SALAH] Sosok Perempuan yang Meninggal 7 Hari Terlihat tengah Duduk,"Setelah ditelusuri melansir dari Pojoksatu.id yang sudah menghubungi Aceng Parid perekam video tersebut, didapatkan informasi bahwa wanita yang sedang duduk di bale bambu bukan hantu. Perempuan diduga depresi karena baru ditinggal suaminya.Aceng menceritakan saat itu Selasa (6/4) dini hari sekitar pukul 02.00 WIB dia pulang dari ziarah makam salah seorang tokoh di Cianjur. Saat berjalan kaki untuk pulang Aceng merekam video dan dia dikejutkan dengan penampakan sosok perempuan duduk di bale bambu karena itu Aceng lari dan sempat terjatuh.Video tersebut dikirimkan kepada teman Aceng karena setelah kejadian itu Aceng tidak bisa tidur. Video tersebut diunggah oleh teman Aceng di Tiktok dan menjadi viral.Dengan demikian video seseorang perempuan yang diklaim sudah meninggal dunia 7 hari yang lalu adalah salah. Setelah dikonfirmasi kepada pembuat video tersebut seorang perempuan itu bukan merupakan penampakan hantu namun perempuan yang diduga depresi karena baru ditinggal suaminya sehingga masuk dalam kategori konten salah.REFERENSI:https://pojoksatu.id/news/berita-nasional/2021/04/08/fakta-video-penampakan-wanita-di-cianjur-ternyata-istri-yang-ditinggal-suami/Penulis: Luthfiyah Oktari JasmienEditor: Bentang Febrylian",Hoax
https://turnbackhoax.id/2021/04/11/salah-foto-jendral-uni-soviet/,[SALAH] Foto Jendral Uni Soviet,"“Jendral uni soviet nihh drunnss,, elu jangan berani macam-macam sama ane!!!”",Hoax
